"Date","Price","Open","High","Low","Vol.","Change %"
"May 02, 2014","1,471.13","1,462.5","1,471.75","1,451.13","-","0.70%"
"May 05, 2014","1,463.63","1,475.5","1,482.25","1,461.13","-","-0.51%"
"May 06, 2014","1,459.25","1,464.13","1,464.38","1,443.63","-","-0.30%"
"May 07, 2014","1,445.63","1,456.75","1,457.38","1,442.13","-","-0.93%"
"May 08, 2014","1,469","1,447","1,470","1,446.38","-","1.62%"
"May 09, 2014","1,486.38","1,467.25","1,491.25","1,453.75","-","1.18%"
"May 11, 2014","1,486.38","1,486.38","1,486.38","1,486.38","-","0.00%"
"May 12, 2014","1,464.63","1,486.75","1,494.5","1,462.63","-","-1.46%"
"May 13, 2014","1,484.38","1,463.63","1,484.88","1,460.88","-","1.35%"
"May 14, 2014","1,485.88","1,483.25","1,489.38","1,467.13","-","0.10%"
"May 15, 2014","1,468.38","1,485.25","1,493.63","1,462.63","-","-1.18%"
"May 16, 2014","1,465","1,469","1,478.25","1,461.63","-","-0.23%"
"May 19, 2014","1,483.13","1,463.75","1,492.63","1,456.38","-","1.24%"
"May 20, 2014","1,469","1,483.75","1,500.88","1,468.88","-","-0.95%"
"May 21, 2014","1,506.38","1,469.13","1,506.38","1,467.63","-","2.54%"
"May 22, 2014","1,517.38","1,504.88","1,536.63","1,503.13","-","0.73%"
"May 23, 2014","1,516.13","1,518.88","1,528.88","1,512.38","-","-0.08%"
"May 27, 2014","1,489.38","1,510.75","1,515.38","1,486.63","-","-1.76%"
"May 28, 2014","1,497.25","1,488.5","1,501.88","1,483","-","0.53%"
"May 29, 2014","1,498.75","1,498.38","1,508.63","1,493.38","-","0.10%"
"May 30, 2014","1,491.13","1,500.75","1,506.38","1,491.13","-","-0.51%"
"Jun 02, 2014","1,498.13","1,487.13","1,511.63","1,478.5","-","0.47%"
"Jun 03, 2014","1,481.25","1,498","1,501.88","1,475.13","-","-1.13%"
"Jun 04, 2014","1,482.5","1,481","1,495.88","1,475.88","-","0.08%"
"Jun 05, 2014","1,461","1,482.5","1,487.13","1,460.13","-","-1.45%"
"Jun 06, 2014","1,457.63","1,460.75","1,466.38","1,456.13","-","-0.23%"
"Jun 09, 2014","1,456.25","1,458.75","1,469.63","1,452.13","-","-0.09%"
"Jun 10, 2014","1,461.75","1,457.13","1,475","1,454.75","-","0.38%"
"Jun 11, 2014","1,445.38","1,461.88","1,466.38","1,445.13","-","-1.12%"
"Jun 12, 2014","1,417.25","1,443.88","1,452.63","1,410.13","-","-1.95%"
"Jun 13, 2014","1,425.88","1,415","1,428.63","1,411.38","-","0.61%"
"Jun 16, 2014","1,422.13","1,427","1,435.5","1,417.63","-","-0.26%"
"Jun 17, 2014","1,398.38","1,421.25","1,425.13","1,395.88","-","-1.67%"
"Jun 18, 2014","1,409.25","1,398.75","1,418.88","1,393.38","-","0.78%"
"Jun 19, 2014","1,420.5","1,408.75","1,421.88","1,406.13","-","0.80%"
"Jun 20, 2014","1,418.38","1,420.63","1,422.63","1,402.38","-","-0.15%"
"Jun 23, 2014","1,365.13","1,365.75","1,377.88","1,349.63","-","-3.75%"
"Jun 24, 2014","1,358.5","1,362.88","1,364.88","1,351","-","-0.49%"
"Jun 25, 2014","1,361.5","1,358.38","1,367.25","1,357.25","-","0.22%"
"Jun 26, 2014","1,381.75","1,361.38","1,382.63","1,360.13","-","1.49%"
"Jun 27, 2014","1,376.5","1,379.25","1,391.88","1,374.88","-","-0.38%"
"Jun 30, 2014","1,327.5","1,377.75","1,389.5","1,315.38","-","-3.56%"
"Jul 01, 2014","1,327.5","1,327.5","1,334.75","1,304.88","-","0.00%"
"Jul 02, 2014","1,314.5","1,329.13","1,334.75","1,311.63","-","-0.98%"
"Jul 03, 2014","1,298.38","1,316.38","1,321.5","1,297.38","-","-1.23%"
"Jul 06, 2014","1,298.38","1,298.38","1,298.38","1,298.38","-","0.00%"
"Jul 07, 2014","1,274.38","1,297","1,297.75","1,270.13","-","-1.85%"
"Jul 08, 2014","1,248.75","1,272","1,274.63","1,244.13","-","-2.01%"
"Jul 09, 2014","1,245.88","1,247.5","1,252.88","1,231.38","-","-0.23%"
"Jul 10, 2014","1,232.5","1,245.63","1,260.63","1,232.38","-","-1.07%"
"Jul 11, 2014","1,196.38","1,232.25","1,238.13","1,159.88","-","-2.93%"
"Jul 14, 2014","1,196.25","1,192","1,211.38","1,189.75","-","-0.01%"
